"journal","name","paperCount","citationCount","rank","issn"
"http://ma-graph.org/entity/165512578","SIAM Journal on Scientific Computing",4124,132706,9158,"1064-8275"
"http://ma-graph.org/entity/165563553","Improving Schools",597,3061,12485,"1365-4802"
"http://ma-graph.org/entity/165633816","Quality and Reliability Engineering International",2985,26245,10532,"1099-1638"
"http://ma-graph.org/entity/165678496","SAIS Review",1576,4417,11544,"0036-0775"
"http://ma-graph.org/entity/165709033","Current Anthropology",6180,113034,9006,"0011-3204"
"http://ma-graph.org/entity/165830345","Metallurgical and Materials Transactions",7,108,16354,"1073-5623"
"http://ma-graph.org/entity/165865588","Research on Aging",1201,32453,10688,"0164-0275"
"http://ma-graph.org/entity/16595306","Numen",1871,3621,10841,"0029-5973"
"http://ma-graph.org/entity/165972105","African Safety Promotion",272,395,13527,"1728-774X"
"http://ma-graph.org/entity/166002381","Journal of Applied Psychology",9757,692103,7712,"0021-9010"
"http://ma-graph.org/entity/166113629","Constitutional Political Economy",585,5587,12119,"1043-4062"
"http://ma-graph.org/entity/166148025","Journal of Research on Adolescence",1105,44334,10713,"1050-8392"
"http://ma-graph.org/entity/166185052","Frontiers in Zoology",608,15758,11891,"1742-9994"
"http://ma-graph.org/entity/16648056","Time &amp; Society",654,8477,11833,"0961-463X"
"http://ma-graph.org/entity/16663008","Museum Management and Curatorship",1066,4758,11803,"0964-7775"
"http://ma-graph.org/entity/166799026","Journal of Natural Products",13697,306024,8540,"0163-3864"
"http://ma-graph.org/entity/166925758","Dermatology Online Journal",3800,15983,10617,"1087-2108"
"http://ma-graph.org/entity/16704120","Mechademia",208,380,13561,"1934-2489"
"http://ma-graph.org/entity/167074060","Tijdschrift voor economische en sociale geografie",2688,19655,10661,"0040-747X"
"http://ma-graph.org/entity/167084610","American Annals of the Deaf",2699,20086,10743,"0002-726X"
"http://ma-graph.org/entity/167142481","Journal of Recreational Mathematics",12,14,16048,"0022-412X"
"http://ma-graph.org/entity/16724708","Film Comment",16,5,16482,"0015-119X"
"http://ma-graph.org/entity/16731738","European Journal of Cancer",35931,462616,7837,"0959-8049"
"http://ma-graph.org/entity/16737290","Wear",14305,324082,8196,"0043-1648"
"http://ma-graph.org/entity/167407068","Physiology &amp; Behavior",17482,500861,8278,"0031-9384"
"http://ma-graph.org/entity/167557877","Bangladesh Journal of Pharmacology",787,2738,12397,"1991-007X"
"http://ma-graph.org/entity/167664057","Pediatric Research",44178,348060,7935,"0031-3998"
"http://ma-graph.org/entity/167723465","Psychophysiology",5784,258548,8894,"0048-5772"
"http://ma-graph.org/entity/167943036","Journal of Statistical Mechanics: Theory and Experiment",4294,46821,9806,"1742-5468"
"http://ma-graph.org/entity/16794760","Animal Biology",747,3999,12336,"1570-7555"
"http://ma-graph.org/entity/168277307","Epistemologia",247,101,13731,"0392-9760"
"http://ma-graph.org/entity/168309380","Philosophical Magazine",16216,304526,7830,"1478-6435"
"http://ma-graph.org/entity/168329810","Comparative Education Review",7014,22565,9991,"0010-4086"
"http://ma-graph.org/entity/168537555","Narrative Inquiry in Bioethics",508,384,12970,"2157-1732"
"http://ma-graph.org/entity/168572994","Nonprofit and Voluntary Sector Quarterly",2052,37880,10612,"0899-7640"
"http://ma-graph.org/entity/168680287","IEEE Transactions on Signal Processing",12686,526867,7751,"1053-587X"
"http://ma-graph.org/entity/168707975","Journal of Renewable and Sustainable Energy",1984,10955,11309,"1941-7012"
"http://ma-graph.org/entity/168738896","CrossCurrents",884,1172,12155,"0011-1953"
"http://ma-graph.org/entity/168778273","Genes &amp; Development",7952,1311037,7143,"0890-9369"
"http://ma-graph.org/entity/168863142","Journal of Social Issues",3123,162567,8980,"0022-4537"
"http://ma-graph.org/entity/168897820","Journal of Music Teacher Education",431,2227,12622,"1057-0837"
"http://ma-graph.org/entity/168898714","Journal of Solid State Chemistry",21094,329201,8154,"0022-4596"
"http://ma-graph.org/entity/168975578","Journal of Microscopy",6785,147289,9054,"0022-2720"
"http://ma-graph.org/entity/169017477","Advances in Difference Equations",3016,13617,10935,"1687-1839"
"http://ma-graph.org/entity/16904162","Foundations of Physics",3664,32751,10136,"0015-9018"
"http://ma-graph.org/entity/169054600","Journal of the Neurological Sciences",26102,347516,8167,"0022-510X"
"http://ma-graph.org/entity/169293703","Molecular BioSystems",3107,52105,10481,"1742-206X"
"http://ma-graph.org/entity/169363509","Tellus B",1870,76675,9993,"0280-6509"
"http://ma-graph.org/entity/169515672","Education for Chemical Engineers",207,1047,13447,"1749-7728"
"http://ma-graph.org/entity/169546945","African Journal of Aquatic Science",798,4460,12144,"1608-5914"
"http://ma-graph.org/entity/169569900","International Journal of African Historical Studies",5071,49608,9194,"0361-7882"
"http://ma-graph.org/entity/16958353","SIAM Journal on Matrix Analysis and Applications",2381,72801,9629,"0895-4798"
"http://ma-graph.org/entity/169630679","Supreme Court Economic Review",186,1456,11806,"0736-9921"
"http://ma-graph.org/entity/169688076","Fibonacci Quarterly",94,220,14131,"0015-0517"
"http://ma-graph.org/entity/169694011","Global Ecology and Biogeography",1845,89426,10252,"1466-8238"
"http://ma-graph.org/entity/169735585","Chinese Journal of Physics",3642,5177,10936,"0577-9073"
"http://ma-graph.org/entity/169813748","AAOHN Journal",2772,12293,10838,"0891-0162"
"http://ma-graph.org/entity/169822654","International Journal of Oncology",10268,170470,9142,"1019-6439"
"http://ma-graph.org/entity/169858581","Journal of Gay &amp; Lesbian Mental Health",655,4275,12333,"1935-9705"
"http://ma-graph.org/entity/17004734","Journal of Agrarian Change",704,11240,11592,"1471-0358"
"http://ma-graph.org/entity/170052170","Neuroscience &amp; Biobehavioral Reviews",3977,283179,9175,"0149-7634"
"http://ma-graph.org/entity/170067410","European Journal of Cell Biology",4330,113804,9505,"0171-9335"
"http://ma-graph.org/entity/170137484","Review of Financial Studies",1912,263422,8862,"0893-9454"
"http://ma-graph.org/entity/170355759","Hand Therapy",154,319,14090,"1758-9983"
"http://ma-graph.org/entity/170432604","Wascana Review",16,5,16481,"0043-0412"
"http://ma-graph.org/entity/170515770","Trauma, Violence, &amp; Abuse",561,19071,11664,"1524-8380"
"http://ma-graph.org/entity/17068196","Biotropica",3431,114716,9563,"0006-3606"
"http://ma-graph.org/entity/170809390","Journal of Micromechanics and Microengineering",6441,139781,9150,"0960-1317"
"http://ma-graph.org/entity/170889201","Osteoporosis International",7888,241531,8853,"0937-941X"
"http://ma-graph.org/entity/1709330","Journal of Semitic Studies",1925,1272,10976,"0022-4480"
"http://ma-graph.org/entity/170967050","American Journal of Epidemiology",18398,878894,7134,"0002-9262"
"http://ma-graph.org/entity/171170845","Duke Mathematical Journal",6257,137347,8400,"0012-7094"
"http://ma-graph.org/entity/171172751","Classical and Quantum Gravity",13447,187533,8622,"0264-9381"
"http://ma-graph.org/entity/171176648","Psychiatric Services",17186,204687,8602,"1075-2730"
"http://ma-graph.org/entity/171282171","FEMS Microbiology Ecology",4363,172180,9512,"0168-6496"
"http://ma-graph.org/entity/171323035","Philosophical Issues",564,5417,11337,"1533-6077"
"http://ma-graph.org/entity/171330359","The Classical Journal",495,341,12619,"0009-8353"
"http://ma-graph.org/entity/171331007","Trauma",1385,1886,11882,"1460-4086"
"http://ma-graph.org/entity/171385352","Osiris",635,7389,11308,"0369-7827"
"http://ma-graph.org/entity/171471881","Zootaxa",23596,83149,8891,"1175-5326"
"http://ma-graph.org/entity/171488675","Atmospheric Research",4336,77118,9938,"0169-8095"
"http://ma-graph.org/entity/171616156","Polyhedron",18002,221735,8717,"0277-5387"
"http://ma-graph.org/entity/171625771","Rejuvenation Research",1143,17021,11587,"1549-1684"
"http://ma-graph.org/entity/17185278","Public Policy and Administration",1588,6842,11439,"0952-0767"
"http://ma-graph.org/entity/171987449","Zeitschrift für anorganische und allgemeine Chemie",32052,268737,7896,"0044-2313"
"http://ma-graph.org/entity/172180718","Biometrika",8166,458986,7325,"0006-3444"
"http://ma-graph.org/entity/172276550","Journal of Biomedical Semantics",404,4715,12618,"2041-1480"
"http://ma-graph.org/entity/172297888","The Review of Austrian Economics",744,6554,12040,"0889-3047"
"http://ma-graph.org/entity/172313144","European Management Review",405,6757,12506,"1740-4754"
"http://ma-graph.org/entity/172367551","Journal of Psychology and Christianity",536,1805,12708,"0733-4273"
"http://ma-graph.org/entity/17239246","Clinical &amp; Experimental Allergy",7967,260244,8698,"0954-7894"
"http://ma-graph.org/entity/1724347","Journal of Transatlantic Studies",428,450,13002,"1479-4012"
"http://ma-graph.org/entity/172573765","JAMA",145513,3589814,5615,"0098-7484"
"http://ma-graph.org/entity/172622653","The Aging Male",720,9335,11995,"1368-5538"
"http://ma-graph.org/entity/172707683","Westminster Theological Journal",319,346,13242,"0043-4388"
"http://ma-graph.org/entity/1728756","Confluence: The Journal of Graduate Liberal Studies",23,0,16142,"1933-0057"
"http://ma-graph.org/entity/172914827","Interpretation",3535,4640,10763,"0020-9643"
"http://ma-graph.org/entity/173027916","Journal of Research in Crime and Delinquency",1186,52308,10316,"0022-4278"
"http://ma-graph.org/entity/173145877","Acta Biomaterialia",5993,184470,9517,"1742-7061"
"http://ma-graph.org/entity/173545647","Biomedical Microdevices",1583,36260,10746,"1387-2176"
"http://ma-graph.org/entity/173574685","International Journal of Theoretical and Applied Finance",1108,11942,11552,"0219-0249"
"http://ma-graph.org/entity/173695690","Astronomische Nachrichten",37866,26694,8624,"0004-6337"
"http://ma-graph.org/entity/173718193","Journal of the American Academy of Religion",5274,7361,10182,"0002-7189"
"http://ma-graph.org/entity/173764481","Muqarnas",255,688,12935,"0732-2992"
"http://ma-graph.org/entity/173776643","Communication Monographs",2076,64540,9938,"0363-7751"
"http://ma-graph.org/entity/173941543","Applied Physiology, Nutrition, and Metabolism",2225,34948,10803,"1715-5312"
"http://ma-graph.org/entity/173943867","Environmental Research",7029,177666,9117,"0013-9351"
"http://ma-graph.org/entity/174148068","Traffic",2181,96615,10057,"1398-9219"
"http://ma-graph.org/entity/174594675","Expert Review of Dermatology",591,2058,12611,"1746-9872"
"http://ma-graph.org/entity/174672550","Aging Cell",1614,69344,10562,"1474-9718"
"http://ma-graph.org/entity/17480848","Lung India",1595,3175,11711,"0970-2113"
"http://ma-graph.org/entity/174819509","Shock",10597,118789,9268,"1073-2322"
"http://ma-graph.org/entity/174901760","Crustaceana",5303,36112,10097,"0011-216X"
"http://ma-graph.org/entity/175014900","Algebra Colloquium",1016,3133,11953,"1005-3867"
"http://ma-graph.org/entity/175030738","Neuropsychopharmacology",6446,343294,8933,"0893-133X"
"http://ma-graph.org/entity/175056054","Energy Policy",12341,375696,8463,"0301-4215"
"http://ma-graph.org/entity/175204640","Expert Review of Gastroenterology &amp; Hepatology",1147,10434,11703,"1747-4124"
"http://ma-graph.org/entity/175765539","Serket",7,7,17244,"1110-502X"
"http://ma-graph.org/entity/175770247","Journal of Polymer Science Part B",10998,229767,8690,"0887-6266"
"http://ma-graph.org/entity/175775512","Life Sciences",29658,759598,7637,"0024-3205"
"http://ma-graph.org/entity/175814247","Journal of Neurology",17413,238329,8545,"0340-5354"
"http://ma-graph.org/entity/175875397","International Journal of Mobile and Blended Learning",194,1610,13370,"1941-8647"
"http://ma-graph.org/entity/17594912","Global Policy",812,3712,12120,"1758-5880"
"http://ma-graph.org/entity/176074244","Historische Sprachforschung",372,237,13038,"0935-3518"
"http://ma-graph.org/entity/176150786","European Journal of Women&#039;s Studies",1128,8575,11518,"1350-5068"
"http://ma-graph.org/entity/176330965","Labor History",1683,4342,11106,"0023-656X"
"http://ma-graph.org/entity/176347361","Language",12524,270893,7996,"0097-8507"
"http://ma-graph.org/entity/176497116","Management Communication Quarterly",886,22573,11293,"0893-3189"
"http://ma-graph.org/entity/176661866","African Journal of Paediatric Surgery",720,1832,12417,"0189-6725"
"http://ma-graph.org/entity/176695132","International Journal of Government Auditing",2,3,18516,"0047-0724"
"http://ma-graph.org/entity/176794141","Journal of Traumatic Stress",2423,111818,9679,"0894-9867"
"http://ma-graph.org/entity/176820844","European Review of Economic History",397,6711,11812,"1361-4916"
"http://ma-graph.org/entity/17683331","Journal of Medical Physics",1166,2523,12014,"0971-6203"
"http://ma-graph.org/entity/177092143","Australian Journal of Management",824,12739,11619,"0312-8962"
"http://ma-graph.org/entity/177147899","Journal of Power Sources",27068,910137,7538,"0378-7753"
"http://ma-graph.org/entity/177220781","Bell Labs Technical Journal",1064,20537,10554,"1089-7089"
"http://ma-graph.org/entity/17729819","Agricultural and Forest Meteorology",5504,194194,9209,"0168-1923"
"http://ma-graph.org/entity/177321322","Acta Anaesthesiologica Scandinavica",10262,179133,8779,"0001-5172"
"http://ma-graph.org/entity/177350161","Brain Stimulation",2799,25204,10934,"1935-861X"
"http://ma-graph.org/entity/177442374","Construction Law Journal",68,37,15010,"0963-6706"
"http://ma-graph.org/entity/177486402","Annals of Surgical Oncology",10095,253359,8722,"1068-9265"
"http://ma-graph.org/entity/177533077","Cell Metabolism",2594,216267,9417,"1550-4131"
"http://ma-graph.org/entity/177839238","Journal of Multilingual and Multicultural Development",1746,16912,10869,"0143-4632"
"http://ma-graph.org/entity/17807283","Theoretical Population Biology",2409,96359,9499,"0040-5809"
"http://ma-graph.org/entity/178469169","Acta Paediatrica",20790,324102,8202,"0803-5253"
"http://ma-graph.org/entity/17850451","Journal of Graphics Tools",308,8021,11935,"2165-347X"
"http://ma-graph.org/entity/179028992","West European Politics",2375,37702,10307,"0140-2382"
"http://ma-graph.org/entity/179237239","Journal of the Royal Geographical Society of London",1003,1811,11841,"0266-6235"
"http://ma-graph.org/entity/179357936","Quantum Electronics",7596,21709,9939,"1063-7818"
"http://ma-graph.org/entity/1794349","Sosiologi i dag",290,92,13575,"2535-2512"
"http://ma-graph.org/entity/179442820","Pigment Cell &amp; Melanoma Research",1265,19275,11433,"1755-1471"
"http://ma-graph.org/entity/179490789","African Natural History",47,181,15098,"1816-8396"
"http://ma-graph.org/entity/179614688","Philosophical Writings",17,3,16430,"1361-9365"
"http://ma-graph.org/entity/179627033","Middle East Quarterly",2127,1513,11388,"1073-9467"
"http://ma-graph.org/entity/179709489","Current Issues in Comparative Education",130,1606,13519,"1523-1615"
"http://ma-graph.org/entity/179810352","Organic and Biomolecular Chemistry",14475,217941,8807,"1477-0520"
"http://ma-graph.org/entity/17986141","Journal of Management Inquiry",1171,22242,11149,"1056-4926"
"http://ma-graph.org/entity/179870829","Journal of Individual Differences",403,5005,12670,"1614-0001"
"http://ma-graph.org/entity/179906392","British Journal of Social Psychology",1596,64119,10131,"0144-6665"
"http://ma-graph.org/entity/17992710","The Journal of Clinical Psychiatry",12701,421238,8229,"0160-6689"
"http://ma-graph.org/entity/180061323","The Review of Economics and Statistics",6218,385243,7952,"0034-6535"
"http://ma-graph.org/entity/180173593","Journal of Egyptian Archaeology",4695,5267,10085,"0307-5133"
