"","journal","Categories"
"5459","http://ma-graph.org/entity/199106067","Philosophy (Q2)"
"5461","http://ma-graph.org/entity/199162493","Computer Science Applications (Q1); Earth and Planetary Sciences (miscellaneous) (Q1); Software (Q1)"
"5462","http://ma-graph.org/entity/199215981","Engineering (miscellaneous) (Q3); Modeling and Simulation (Q4)"
"5464","http://ma-graph.org/entity/199247034","Computer Science (miscellaneous) (Q1); Atomic and Molecular Physics, and Optics (Q2); Electrical and Electronic Engineering (Q2); Electronic, Optical and Magnetic Materials (Q2)"
"5465","http://ma-graph.org/entity/199256515","Ecological Modeling (Q1); Ecology (Q1)"
"5467","http://ma-graph.org/entity/19927788","Health (social science) (Q1)"
"5469","http://ma-graph.org/entity/199347942","Dentistry (miscellaneous) (Q3)"
"5470","http://ma-graph.org/entity/199350277","Agricultural and Biological Sciences (miscellaneous) (Q2); Development (Q2); Geography, Planning and Development (Q2); Water Science and Technology (Q2); Environmental Engineering (Q3)"
"5471","http://ma-graph.org/entity/19938693","Materials Science (miscellaneous) (Q2); Mechanical Engineering (Q2); Mechanics of Materials (Q2)"
"5472","http://ma-graph.org/entity/199399156","Agronomy and Crop Science (Q2); Food Science (Q3)"
"5474","http://ma-graph.org/entity/199414623","Geriatrics and Gerontology (Q1); Oncology (Q1)"
"5475","http://ma-graph.org/entity/199451182","Life-span and Life-course Studies (Q3)"
"5476","http://ma-graph.org/entity/199464710","Medicine (miscellaneous) (Q4)"
"5478","http://ma-graph.org/entity/199475400","Forestry (Q1)"
"5479","http://ma-graph.org/entity/199498439","Psychiatry and Mental Health (Q1)"
"5480","http://ma-graph.org/entity/199532750","Education (Q1); Language and Linguistics (Q1); Linguistics and Language (Q1)"
"5485","http://ma-graph.org/entity/199605113","Economics and Econometrics (Q2); Political Science and International Relations (Q2)"
"5487","http://ma-graph.org/entity/199653647","Animal Science and Zoology (Q4)"
"5488","http://ma-graph.org/entity/199665586","Medicine (miscellaneous) (Q1); Psychiatry and Mental Health (Q1)"
"5490","http://ma-graph.org/entity/199699369","Strategy and Management (Q3)"
"5491","http://ma-graph.org/entity/199718347","Political Science and International Relations (Q2); Sociology and Political Science (Q2)"
"5492","http://ma-graph.org/entity/199723255","Plant Science (Q4)"
"5493","http://ma-graph.org/entity/199750970","Cultural Studies (Q3); Music (Q3); Demography (Q4)"
"5494","http://ma-graph.org/entity/199780354","Law (Q3); Organizational Behavior and Human Resource Management (Q4)"
"5495","http://ma-graph.org/entity/199798058","Polymers and Plastics (Q3); Materials Chemistry (Q4)"
"5496","http://ma-graph.org/entity/19980076","Education (Q4)"
"5497","http://ma-graph.org/entity/199810014","Hematology (Q1)"
"5498","http://ma-graph.org/entity/199832308","Genetics (Q1); Genetics (clinical) (Q1)"
"5499","http://ma-graph.org/entity/199851821","Environmental Engineering (Q4); Management, Monitoring, Policy and Law (Q4)"
"5501","http://ma-graph.org/entity/1998841","History (Q2); Archeology (Q3); Archeology (arts and humanities) (Q3)"
"5502","http://ma-graph.org/entity/199913245","Applied Mathematics (Q3); Computational Mathematics (Q3)"
"5503","http://ma-graph.org/entity/199941106","Animal Science and Zoology (Q1); Biotechnology (Q2); Reproductive Medicine (Q2); Developmental Biology (Q3); Endocrinology (Q3); Genetics (Q3); Molecular Biology (Q3)"
"5504","http://ma-graph.org/entity/199943830","Oceanography (Q3)"
"5505","http://ma-graph.org/entity/199978699","History (Q1); Agricultural and Biological Sciences (miscellaneous) (Q2); Environmental Science (miscellaneous) (Q2); Environmental Chemistry (Q3)"
"5506","http://ma-graph.org/entity/200020847","Environmental Science (miscellaneous) (Q1); Geography, Planning and Development (Q1)"
"5507","http://ma-graph.org/entity/200038611","Aquatic Science (Q1); Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Oceanography (Q1)"
"5508","http://ma-graph.org/entity/200071133","Biochemistry (Q1); Cell Biology (Q1); Hematology (Q1); Immunology (Q1)"
"5509","http://ma-graph.org/entity/200077084","History (Q1); Political Science and International Relations (Q2)"
"5510","http://ma-graph.org/entity/20008548","Cancer Research (Q1)"
"5511","http://ma-graph.org/entity/20010350","Communication (Q1)"
"5512","http://ma-graph.org/entity/200123273","Museology (Q2); Communication (Q3); Library and Information Sciences (Q3); Information Systems (Q4)"
"5513","http://ma-graph.org/entity/200161079","Economics, Econometrics and Finance (miscellaneous) (Q2); Business and International Management (Q3); Business, Management and Accounting (miscellaneous) (Q3)"
"5515","http://ma-graph.org/entity/200215768","Agricultural and Biological Sciences (miscellaneous) (Q2)"
"5517","http://ma-graph.org/entity/200275961","Music (Q2)"
"5518","http://ma-graph.org/entity/200298645","Architecture (Q1); Civil and Structural Engineering (Q2); Environmental Science (miscellaneous) (Q2)"
"5519","http://ma-graph.org/entity/200299299","Development (Q1); Geography, Planning and Development (Q1); Urban Studies (Q1)"
"5520","http://ma-graph.org/entity/200416800","Developmental Biology (Q1); Genetics (Q1); Genetics (clinical) (Q1); Molecular Biology (Q1)"
"5521","http://ma-graph.org/entity/200446109","Development (Q1); Sociology and Political Science (Q1)"
"5522","http://ma-graph.org/entity/200465866","Radiology, Nuclear Medicine and Imaging (Q1); Cancer Research (Q2); Oncology (Q2)"
"5523","http://ma-graph.org/entity/200472310","Plant Science (Q2); Ecology, Evolution, Behavior and Systematics (Q3)"
"5525","http://ma-graph.org/entity/200539529","Biophysics (Q2); Medicine (miscellaneous) (Q2)"
"5527","http://ma-graph.org/entity/20055979","History (Q2); Biochemistry (Q4); Chemistry (miscellaneous) (Q4)"
"5528","http://ma-graph.org/entity/200575692","Sociology and Political Science (Q3)"
"5531","http://ma-graph.org/entity/200658512","Ecology, Evolution, Behavior and Systematics (Q2); Insect Science (Q2)"
"5532","http://ma-graph.org/entity/200668369","Plant Science (Q2); Biotechnology (Q3); Cell Biology (Q4); Developmental Biology (Q4)"
"5534","http://ma-graph.org/entity/20068380","Philosophy (Q2)"
"5537","http://ma-graph.org/entity/200722317","Complementary and Alternative Medicine (Q2)"
"5539","http://ma-graph.org/entity/200748917","Clinical Psychology (Q2); Psychiatry and Mental Health (Q2); Developmental and Educational Psychology (Q3)"
"5540","http://ma-graph.org/entity/200760274","Genetics (Q4); Infectious Diseases (Q4); Microbiology (Q4); Molecular Biology (Q4); Virology (Q4)"
"5541","http://ma-graph.org/entity/20076162","Anthropology (Q1); Arts and Humanities (miscellaneous) (Q2); Sociology and Political Science (Q2); Developmental and Educational Psychology (Q3)"
"5542","http://ma-graph.org/entity/200764475","Polymers and Plastics (Q1); Chemistry (miscellaneous) (Q2); Materials Chemistry (Q2); Surfaces, Coatings and Films (Q2)"
"5543","http://ma-graph.org/entity/200768828","Development (Q4); Economics, Econometrics and Finance (miscellaneous) (Q4)"
"5544","http://ma-graph.org/entity/200794352","Ecology, Evolution, Behavior and Systematics (Q1)"
"5545","http://ma-graph.org/entity/200811185","Classics (Q2); History (Q2)"
"5546","http://ma-graph.org/entity/200862508","Genetics (Q1); Cancer Research (Q2)"
"5547","http://ma-graph.org/entity/200872515","Economics and Econometrics (Q1); Management, Monitoring, Policy and Law (Q1)"
"5548","http://ma-graph.org/entity/200877091","Otorhinolaryngology (Q1); Surgery (Q1)"
"5550","http://ma-graph.org/entity/200893805","Agricultural and Biological Sciences (miscellaneous) (Q1); Applied Mathematics (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Computational Theory and Mathematics (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Information Systems (Q1); Medicine (miscellaneous) (Q1)"
"5551","http://ma-graph.org/entity/200914213","Engineering (miscellaneous) (Q1); History and Philosophy of Science (Q1); Education (Q2)"
"5556","http://ma-graph.org/entity/200968236","Artificial Intelligence (Q4); Information Systems (Q4); Information Systems and Management (Q4); Management of Technology and Innovation (Q4); Organizational Behavior and Human Resource Management (Q4); Strategy and Management (Q4)"
"5557","http://ma-graph.org/entity/201005279","Developmental and Educational Psychology (Q1); Experimental and Cognitive Psychology (Q1)"
"5559","http://ma-graph.org/entity/2010360","Linguistics and Language (Q1); Communication (Q2); Marketing (Q2); Organizational Behavior and Human Resource Management (Q2); Strategy and Management (Q2)"
"5560","http://ma-graph.org/entity/201045011","Small Animals (Q1)"
"5561","http://ma-graph.org/entity/201045332","Condensed Matter Physics (Q1); Electrical and Electronic Engineering (Q1)"
"5562","http://ma-graph.org/entity/201064403","Cardiology and Cardiovascular Medicine (Q1); Epidemiology (Q1)"
"5567","http://ma-graph.org/entity/201142877","Complementary and Alternative Medicine (Q2); Pharmaceutical Science (Q2); Analytical Chemistry (Q3); Drug Discovery (Q3); Medicine (miscellaneous) (Q3); Organic Chemistry (Q3); Pharmacology (Q3); Molecular Medicine (Q4)"
"5568","http://ma-graph.org/entity/201143131","Environmental Engineering (Q3); Health, Toxicology and Mutagenesis (Q3); Water Science and Technology (Q3)"
"5569","http://ma-graph.org/entity/201145208","Electrical and Electronic Engineering (Q2); Materials Science (miscellaneous) (Q2); Condensed Matter Physics (Q3)"
"5570","http://ma-graph.org/entity/201174012","Electrical and Electronic Engineering (Q4); Energy Engineering and Power Technology (Q4); Mechanical Engineering (Q4)"
"5571","http://ma-graph.org/entity/201197719","Geography, Planning and Development (Q2); Tourism, Leisure and Hospitality Management (Q2)"
"5572","http://ma-graph.org/entity/201224749","Geometry and Topology (Q2)"
"5573","http://ma-graph.org/entity/201230245","Medicine (miscellaneous) (Q1); Plant Science (Q1); Cell Biology (Q3)"
"5574","http://ma-graph.org/entity/201266914","Materials Science (miscellaneous) (Q3); Condensed Matter Physics (Q4); Nuclear and High Energy Physics (Q4); Radiation (Q4)"
"5575","http://ma-graph.org/entity/201273009","Social Psychology (Q1)"
"5577","http://ma-graph.org/entity/201294665","Education (Q1); Linguistics and Language (Q1)"
"5579","http://ma-graph.org/entity/20133105","Geometry and Topology (Q2)"
"5581","http://ma-graph.org/entity/201345032","Cultural Studies (Q3); Arts and Humanities (miscellaneous) (Q4); Sociology and Political Science (Q4)"
"5582","http://ma-graph.org/entity/201386569","Ecology, Evolution, Behavior and Systematics (Q1)"
"5583","http://ma-graph.org/entity/201387948","Medicine (miscellaneous) (Q3); Radiology, Nuclear Medicine and Imaging (Q3)"
"5584","http://ma-graph.org/entity/201441698","Electrical and Electronic Engineering (Q2); Atomic and Molecular Physics, and Optics (Q3); Electronic, Optical and Magnetic Materials (Q3)"
"5586","http://ma-graph.org/entity/201467560","Education (Q3); Physics and Astronomy (miscellaneous) (Q4)"
"5587","http://ma-graph.org/entity/201473135","Soil Science (Q1)"
"5588","http://ma-graph.org/entity/201494239","Cultural Studies (Q2); History (Q2)"
"5589","http://ma-graph.org/entity/201514771","Plant Science (Q2); Physiology (Q3)"
"5590","http://ma-graph.org/entity/201527612","Pulmonary and Respiratory Medicine (Q4)"
"5591","http://ma-graph.org/entity/201533460","Economics and Econometrics (Q2)"
"5594","http://ma-graph.org/entity/201595455","Medicine (miscellaneous) (Q3); Public Health, Environmental and Occupational Health (Q3); Radiation (Q3); Radiological and Ultrasound Technology (Q3); Radiology, Nuclear Medicine and Imaging (Q3)"
"5596","http://ma-graph.org/entity/201669150","Immunology (Q2); Immunology and Allergy (Q2)"
"5598","http://ma-graph.org/entity/201710173","E-learning (Q1); Law (Q1); Library and Information Sciences (Q1); Sociology and Political Science (Q1)"
"5599","http://ma-graph.org/entity/201731998","Economics, Econometrics and Finance (miscellaneous) (Q1)"
"5602","http://ma-graph.org/entity/201800618","Health Informatics (Q2)"
"5604","http://ma-graph.org/entity/20181990","Energy (miscellaneous) (Q2); Mechanical Engineering (Q2); Surfaces, Coatings and Films (Q3)"
"5605","http://ma-graph.org/entity/201820608","Condensed Matter Physics (Q4); Electrical and Electronic Engineering (Q4); Radiation (Q4)"
"5608","http://ma-graph.org/entity/201860848","Agronomy and Crop Science (Q2); Genetics (Q4)"
"5609","http://ma-graph.org/entity/201866370","Radiology, Nuclear Medicine and Imaging (Q2); Cardiology and Cardiovascular Medicine (Q3)"
"5611","http://ma-graph.org/entity/201897412","History (Q3); Literature and Literary Theory (Q3); Cultural Studies (Q4); Language and Linguistics (Q4); Linguistics and Language (Q4)"
"5612","http://ma-graph.org/entity/201910397","Literature and Literary Theory (Q3)"
"5614","http://ma-graph.org/entity/201928713","Philosophy (Q1); Economics and Econometrics (Q3)"
"5615","http://ma-graph.org/entity/201936961","Drug Discovery (Q3); Medicine (miscellaneous) (Q3); Pharmacology (Q3); Virology (Q4)"
"5618","http://ma-graph.org/entity/202036630","Otorhinolaryngology (Q2)"
"5619","http://ma-graph.org/entity/202090978","Law (Q3); Library and Information Sciences (Q3)"
"5620","http://ma-graph.org/entity/202107051","Philosophy (Q3)"
"5621","http://ma-graph.org/entity/20211220","Computer Networks and Communications (Q1); Human-Computer Interaction (Q1); Software (Q1)"
"5622","http://ma-graph.org/entity/202114060","Advanced and Specialized Nursing (Q3); Gastroenterology (Q3); Medicine (miscellaneous) (Q3)"
"5623","http://ma-graph.org/entity/202133162","Dentistry (miscellaneous) (Q1); Ceramics and Composites (Q2)"
"5624","http://ma-graph.org/entity/20213736","Literature and Literary Theory (Q4); Visual Arts and Performing Arts (Q4)"
"5626","http://ma-graph.org/entity/202169899","Nurse Assisting (Q1)"
"5628","http://ma-graph.org/entity/202175431","Health Policy (Q4); Psychiatry and Mental Health (Q4); Public Health, Environmental and Occupational Health (Q4)"
"5631","http://ma-graph.org/entity/202179756","Oncology (Q3); Radiology, Nuclear Medicine and Imaging (Q3)"
"5633","http://ma-graph.org/entity/202230965","Medicine (miscellaneous) (Q3)"
"5634","http://ma-graph.org/entity/202264103","Economics, Econometrics and Finance (miscellaneous) (Q1); Business and International Management (Q2); Strategy and Management (Q2)"
"5635","http://ma-graph.org/entity/202288906","Political Science and International Relations (Q1); Sociology and Political Science (Q1)"
"5636","http://ma-graph.org/entity/202289667","Electrical and Electronic Engineering (Q1); Radiation (Q1)"
"5637","http://ma-graph.org/entity/202303835","Animal Science and Zoology (Q2); Ecology, Evolution, Behavior and Systematics (Q3)"
"5639","http://ma-graph.org/entity/202340841","Mechanical Engineering (Q3); Mechanics of Materials (Q4)"
"5640","http://ma-graph.org/entity/202403813","Applied Mathematics (Q1); Industrial and Manufacturing Engineering (Q1); Safety, Risk, Reliability and Quality (Q1)"
"5642","http://ma-graph.org/entity/202417740","Medicine (miscellaneous) (Q1); Behavioral Neuroscience (Q2); Cognitive Neuroscience (Q2); Biological Psychiatry (Q3)"
"5644","http://ma-graph.org/entity/202455293","Philosophy (Q3)"
"5645","http://ma-graph.org/entity/202469819","Computer Science (miscellaneous) (Q3); Electrical and Electronic Engineering (Q3); Electronic, Optical and Magnetic Materials (Q4)"
